ECU0: SWC0_CC, ECU0: SWC1
22340, ECU0: SWC0_CC, 0
22340, ECU0: SWC1, 1
22360, ECU0: SWC1, 0
22360, ECU0: SWC0_CC, 1
22380, ECU0: SWC0_CC, 0
22380, ECU0: SWC1, 1
22400, ECU0: SWC1, 0
22400, ECU0: SWC0_CC, 1
22420, ECU0: SWC0_CC, 0
22420, ECU0: SWC1, 1
22440, ECU0: SWC1, 0
22440, ECU0: SWC0_CC, 1
22460, ECU0: SWC0_CC, 0
22460, ECU0: SWC1, 1
22480, ECU0: SWC1, 0
22480, ECU0: SWC0_CC, 1
22500, ECU0: SWC0_CC, 0
22500, ECU0: SWC1, 1
22520, ECU0: SWC1, 0
22520, ECU0: SWC0_CC, 1
22540, ECU0: SWC0_CC, 0
22540, ECU0: SWC1, 1
22560, ECU0: SWC1, 0
22560, ECU0: SWC0_CC, 1
22580, ECU0: SWC0_CC, 0
22580, ECU0: SWC1, 1
22600, ECU0: SWC1, 0
22600, ECU0: SWC0_CC, 1
22620, ECU0: SWC0_CC, 0
22620, ECU0: SWC1, 1
22640, ECU0: SWC1, 0
22640, ECU0: SWC0_CC, 1
22660, ECU0: SWC0_CC, 0
22660, ECU0: SWC1, 1
22680, ECU0: SWC1, 0
22680, ECU0: SWC0_CC, 1
22700, ECU0: SWC0_CC, 0
22700, ECU0: SWC1, 1
22720, ECU0: SWC1, 0
22720, ECU0: SWC0_CC, 1
22740, ECU0: SWC0_CC, 0
22740, ECU0: SWC1, 1
22760, ECU0: SWC1, 0
22760, ECU0: SWC0_CC, 1
22780, ECU0: SWC0_CC, 0
22780, ECU0: SWC1, 1
22800, ECU0: SWC1, 0
22800, ECU0: SWC0_CC, 1
22820, ECU0: SWC0_CC, 0
22820, ECU0: SWC1, 1
22840, ECU0: SWC1, 0
22840, ECU0: SWC0_CC, 1
22860, ECU0: SWC0_CC, 0
22860, ECU0: SWC1, 1
22880, ECU0: SWC1, 0
22880, ECU0: SWC0_CC, 1
22900, ECU0: SWC0_CC, 0
22900, ECU0: SWC1, 1
22920, ECU0: SWC1, 0
22920, ECU0: SWC0_CC, 1
22940, ECU0: SWC0_CC, 0
22940, ECU0: SWC1, 1
22960, ECU0: SWC1, 0
22960, ECU0: SWC0_CC, 1
22980, ECU0: SWC0_CC, 0
22980, ECU0: SWC1, 1
23000, ECU0: SWC1, 0
23000, ECU0: SWC0_CC, 1
23020, ECU0: SWC0_CC, 0
23020, ECU0: SWC1, 1
23040, ECU0: SWC1, 0
23040, ECU0: SWC0_CC, 1
23060, ECU0: SWC0_CC, 0
23060, ECU0: SWC1, 1
23080, ECU0: SWC1, 0
23080, ECU0: SWC0_CC, 1
23100, ECU0: SWC0_CC, 0
23100, ECU0: SWC1, 1
23120, ECU0: SWC1, 0
23120, ECU0: SWC0_CC, 1
23140, ECU0: SWC0_CC, 0
23140, ECU0: SWC1, 1
23160, ECU0: SWC1, 0
23160, ECU0: SWC0_CC, 1
23180, ECU0: SWC0_CC, 0
23180, ECU0: SWC1, 1
23200, ECU0: SWC1, 0
23200, ECU0: SWC0_CC, 1
23220, ECU0: SWC0_CC, 0
23220, ECU0: SWC1, 1
23240, ECU0: SWC1, 0
23240, ECU0: SWC0_CC, 1
23260, ECU0: SWC0_CC, 0
23260, ECU0: SWC1, 1
23280, ECU0: SWC1, 0
23280, ECU0: SWC0_CC, 1
23300, ECU0: SWC0_CC, 0
23300, ECU0: SWC1, 1
23320, ECU0: SWC1, 0
23320, ECU0: SWC0_CC, 1
23340, ECU0: SWC0_CC, 0
23340, ECU0: SWC1, 1
23360, ECU0: SWC1, 0
23360, ECU0: SWC0_CC, 1
23380, ECU0: SWC0_CC, 0
23380, ECU0: SWC1, 1
23400, ECU0: SWC1, 0
23400, ECU0: SWC0_CC, 1
23420, ECU0: SWC0_CC, 0
23420, ECU0: SWC1, 1
23440, ECU0: SWC1, 0
23440, ECU0: SWC0_CC, 1
23460, ECU0: SWC0_CC, 0
23460, ECU0: SWC1, 1
23480, ECU0: SWC1, 0
23480, ECU0: SWC0_CC, 1
23500, ECU0: SWC0_CC, 0
23500, ECU0: SWC1, 1
23520, ECU0: SWC1, 0
23520, ECU0: SWC0_CC, 1
23540, ECU0: SWC0_CC, 0
23540, ECU0: SWC1, 1
23560, ECU0: SWC1, 0
23560, ECU0: SWC0_CC, 1
23580, ECU0: SWC0_CC, 0
23580, ECU0: SWC1, 1
23600, ECU0: SWC1, 0
23600, ECU0: SWC0_CC, 1
23620, ECU0: SWC0_CC, 0
23620, ECU0: SWC1, 1
23640, ECU0: SWC1, 0
23640, ECU0: SWC0_CC, 1
23660, ECU0: SWC0_CC, 0
23660, ECU0: SWC1, 1
23680, ECU0: SWC1, 0
23680, ECU0: SWC0_CC, 1
23700, ECU0: SWC0_CC, 0
23700, ECU0: SWC1, 1
23720, ECU0: SWC1, 0
23720, ECU0: SWC0_CC, 1
23740, ECU0: SWC0_CC, 0
23740, ECU0: SWC1, 1
23760, ECU0: SWC1, 0
23760, ECU0: SWC0_CC, 1
23780, ECU0: SWC0_CC, 0
23780, ECU0: SWC1, 1
23800, ECU0: SWC1, 0
23800, ECU0: SWC0_CC, 1
23820, ECU0: SWC0_CC, 0
23820, ECU0: SWC1, 1
23840, ECU0: SWC1, 0
23840, ECU0: SWC0_CC, 1
23860, ECU0: SWC0_CC, 0
23860, ECU0: SWC1, 1
23880, ECU0: SWC1, 0
23880, ECU0: SWC0_CC, 1
23900, ECU0: SWC0_CC, 0
23900, ECU0: SWC1, 1
23920, ECU0: SWC1, 0
23920, ECU0: SWC0_CC, 1
23940, ECU0: SWC0_CC, 0
23940, ECU0: SWC1, 1
23960, ECU0: SWC1, 0
23960, ECU0: SWC0_CC, 1
23980, ECU0: SWC0_CC, 0
23980, ECU0: SWC1, 1
24000, ECU0: SWC1, 0
24000, ECU0: SWC0_CC, 1
24020, ECU0: SWC0_CC, 0
24020, ECU0: SWC1, 1
24040, ECU0: SWC1, 0
24040, ECU0: SWC0_CC, 1
24060, ECU0: SWC0_CC, 0
24060, ECU0: SWC1, 1
24080, ECU0: SWC1, 0
24080, ECU0: SWC0_CC, 1
24100, ECU0: SWC0_CC, 0
24100, ECU0: SWC1, 1
24120, ECU0: SWC1, 0
24120, ECU0: SWC0_CC, 1
24140, ECU0: SWC0_CC, 0
24140, ECU0: SWC1, 1
24160, ECU0: SWC1, 0
24160, ECU0: SWC0_CC, 1
24180, ECU0: SWC0_CC, 0
24180, ECU0: SWC1, 1
24200, ECU0: SWC1, 0
24200, ECU0: SWC0_CC, 1
24220, ECU0: SWC0_CC, 0
24220, ECU0: SWC1, 1
24240, ECU0: SWC1, 0
24240, ECU0: SWC0_CC, 1
24260, ECU0: SWC0_CC, 0
24260, ECU0: SWC1, 1
24280, ECU0: SWC1, 0
24280, ECU0: SWC0_CC, 1
24300, ECU0: SWC0_CC, 0
24300, ECU0: SWC1, 1
24320, ECU0: SWC1, 0
24320, ECU0: SWC0_CC, 1
24340, ECU0: SWC0_CC, 0
24340, ECU0: SWC1, 1
24360, ECU0: SWC1, 0
24360, ECU0: SWC0_CC, 1
24380, ECU0: SWC0_CC, 0
24380, ECU0: SWC1, 1
24400, ECU0: SWC1, 0
24400, ECU0: SWC0_CC, 1
24420, ECU0: SWC0_CC, 0
24420, ECU0: SWC1, 1
24440, ECU0: SWC1, 0
24440, ECU0: SWC0_CC, 1
24460, ECU0: SWC0_CC, 0
24460, ECU0: SWC1, 1
24480, ECU0: SWC1, 0
24480, ECU0: SWC0_CC, 1
24500, ECU0: SWC0_CC, 0
24500, ECU0: SWC1, 1
24520, ECU0: SWC1, 0
24520, ECU0: SWC0_CC, 1
24540, ECU0: SWC0_CC, 0
24540, ECU0: SWC1, 1
24560, ECU0: SWC1, 0
24560, ECU0: SWC0_CC, 1
24580, ECU0: SWC0_CC, 0
24580, ECU0: SWC1, 1
24600, ECU0: SWC1, 0
24600, ECU0: SWC0_CC, 1
24620, ECU0: SWC0_CC, 0
24620, ECU0: SWC1, 1
24640, ECU0: SWC1, 0
24640, ECU0: SWC0_CC, 1
24660, ECU0: SWC0_CC, 0
24660, ECU0: SWC1, 1
24680, ECU0: SWC1, 0
24680, ECU0: SWC0_CC, 1
24700, ECU0: SWC0_CC, 0
24700, ECU0: SWC1, 1
24720, ECU0: SWC1, 0
24720, ECU0: SWC0_CC, 1
24740, ECU0: SWC0_CC, 0
24740, ECU0: SWC1, 1
24760, ECU0: SWC1, 0
24760, ECU0: SWC0_CC, 1
24780, ECU0: SWC0_CC, 0
24780, ECU0: SWC1, 1
24800, ECU0: SWC1, 0
24800, ECU0: SWC0_CC, 1
24820, ECU0: SWC0_CC, 0
24820, ECU0: SWC1, 1
24840, ECU0: SWC1, 0
24840, ECU0: SWC0_CC, 1
24860, ECU0: SWC0_CC, 0
24860, ECU0: SWC1, 1
24880, ECU0: SWC1, 0
24880, ECU0: SWC0_CC, 1
24900, ECU0: SWC0_CC, 0
24900, ECU0: SWC1, 1
24920, ECU0: SWC1, 0
24920, ECU0: SWC0_CC, 1
24940, ECU0: SWC0_CC, 0
24940, ECU0: SWC1, 1
24960, ECU0: SWC1, 0
24960, ECU0: SWC0_CC, 1
24980, ECU0: SWC0_CC, 0
24980, ECU0: SWC1, 1
25000, ECU0: SWC1, 0
25000, ECU0: SWC0_CC, 1
25020, ECU0: SWC0_CC, 0
25020, ECU0: SWC1, 1
25040, ECU0: SWC1, 0
25040, ECU0: SWC0_CC, 1
25060, ECU0: SWC0_CC, 0
25060, ECU0: SWC1, 1
25080, ECU0: SWC1, 0
25080, ECU0: SWC0_CC, 1
25100, ECU0: SWC0_CC, 0
25100, ECU0: SWC1, 1
25120, ECU0: SWC1, 0
25120, ECU0: SWC0_CC, 1
25140, ECU0: SWC0_CC, 0
25140, ECU0: SWC1, 1
25160, ECU0: SWC1, 0
25160, ECU0: SWC0_CC, 1
25180, ECU0: SWC0_CC, 0
25180, ECU0: SWC1, 1
25200, ECU0: SWC1, 0
25200, ECU0: SWC0_CC, 1
25220, ECU0: SWC0_CC, 0
25220, ECU0: SWC1, 1
25240, ECU0: SWC1, 0
25240, ECU0: SWC0_CC, 1
25260, ECU0: SWC0_CC, 0
25260, ECU0: SWC1, 1
25280, ECU0: SWC1, 0
25280, ECU0: SWC0_CC, 1
25300, ECU0: SWC0_CC, 0
25300, ECU0: SWC1, 1
25320, ECU0: SWC1, 0
25320, ECU0: SWC0_CC, 1
25340, ECU0: SWC0_CC, 0
25340, ECU0: SWC1, 1
25360, ECU0: SWC1, 0
25360, ECU0: SWC0_CC, 1
25380, ECU0: SWC0_CC, 0
25380, ECU0: SWC1, 1
25400, ECU0: SWC1, 0
25400, ECU0: SWC0_CC, 1
25420, ECU0: SWC0_CC, 0
25420, ECU0: SWC1, 1
25440, ECU0: SWC1, 0
25440, ECU0: SWC0_CC, 1
25460, ECU0: SWC0_CC, 0
25460, ECU0: SWC1, 1
25480, ECU0: SWC1, 0
25480, ECU0: SWC0_CC, 1
25500, ECU0: SWC0_CC, 0
25500, ECU0: SWC1, 1
25520, ECU0: SWC1, 0
25520, ECU0: SWC0_CC, 1
25540, ECU0: SWC0_CC, 0
25540, ECU0: SWC1, 1
25560, ECU0: SWC1, 0
25560, ECU0: SWC0_CC, 1
25580, ECU0: SWC0_CC, 0
25580, ECU0: SWC1, 1
25600, ECU0: SWC1, 0
25600, ECU0: SWC0_CC, 1
25620, ECU0: SWC0_CC, 0
25620, ECU0: SWC1, 1
25640, ECU0: SWC1, 0
25640, ECU0: SWC0_CC, 1
25660, ECU0: SWC0_CC, 0
25660, ECU0: SWC1, 1
25680, ECU0: SWC1, 0
25680, ECU0: SWC0_CC, 1
25700, ECU0: SWC0_CC, 0
25700, ECU0: SWC1, 1
25720, ECU0: SWC1, 0
25720, ECU0: SWC0_CC, 1
25740, ECU0: SWC0_CC, 0
25740, ECU0: SWC1, 1
25760, ECU0: SWC1, 0
25760, ECU0: SWC0_CC, 1
25780, ECU0: SWC0_CC, 0
25780, ECU0: SWC1, 1
25800, ECU0: SWC1, 0
25800, ECU0: SWC0_CC, 1
25820, ECU0: SWC0_CC, 0
25820, ECU0: SWC1, 1
25840, ECU0: SWC1, 0
25840, ECU0: SWC0_CC, 1
25860, ECU0: SWC0_CC, 0
25860, ECU0: SWC1, 1
25880, ECU0: SWC1, 0
25880, ECU0: SWC0_CC, 1
25900, ECU0: SWC0_CC, 0
25900, ECU0: SWC1, 1
25920, ECU0: SWC1, 0
25920, ECU0: SWC0_CC, 1
25940, ECU0: SWC0_CC, 0
25940, ECU0: SWC1, 1
25960, ECU0: SWC1, 0
25960, ECU0: SWC0_CC, 1
25980, ECU0: SWC0_CC, 0
25980, ECU0: SWC1, 1
26000, ECU0: SWC1, 0
26000, ECU0: SWC0_CC, 1
26020, ECU0: SWC0_CC, 0
26020, ECU0: SWC1, 1
26040, ECU0: SWC1, 0
26040, ECU0: SWC0_CC, 1
26060, ECU0: SWC0_CC, 0
26060, ECU0: SWC1, 1
26080, ECU0: SWC1, 0
26080, ECU0: SWC0_CC, 1
26100, ECU0: SWC0_CC, 0
26100, ECU0: SWC1, 1
26120, ECU0: SWC1, 0
26120, ECU0: SWC0_CC, 1
26140, ECU0: SWC0_CC, 0
26140, ECU0: SWC1, 1
26160, ECU0: SWC1, 0
26160, ECU0: SWC0_CC, 1
26180, ECU0: SWC0_CC, 0
26180, ECU0: SWC1, 1
26200, ECU0: SWC1, 0
26200, ECU0: SWC0_CC, 1
26220, ECU0: SWC0_CC, 0
26220, ECU0: SWC1, 1
26240, ECU0: SWC1, 0
26240, ECU0: SWC0_CC, 1
26260, ECU0: SWC0_CC, 0
26260, ECU0: SWC1, 1
26280, ECU0: SWC1, 0
26280, ECU0: SWC0_CC, 1
26300, ECU0: SWC0_CC, 0
26300, ECU0: SWC1, 1
26320, ECU0: SWC1, 0
26320, ECU0: SWC0_CC, 1
26340, ECU0: SWC0_CC, 0
26340, ECU0: SWC1, 1
26360, ECU0: SWC1, 0
26360, ECU0: SWC0_CC, 1
26380, ECU0: SWC0_CC, 0
26380, ECU0: SWC1, 1
26400, ECU0: SWC1, 0
26400, ECU0: SWC0_CC, 1
26420, ECU0: SWC0_CC, 0
26420, ECU0: SWC1, 1
26440, ECU0: SWC1, 0
26440, ECU0: SWC0_CC, 1
26460, ECU0: SWC0_CC, 0
26460, ECU0: SWC1, 1
26480, ECU0: SWC1, 0
26480, ECU0: SWC0_CC, 1
26500, ECU0: SWC0_CC, 0
26500, ECU0: SWC1, 1
26520, ECU0: SWC1, 0
26520, ECU0: SWC0_CC, 1
26540, ECU0: SWC0_CC, 0
26540, ECU0: SWC1, 1
26560, ECU0: SWC1, 0
26560, ECU0: SWC0_CC, 1
26580, ECU0: SWC0_CC, 0
26580, ECU0: SWC1, 1
26600, ECU0: SWC1, 0
26600, ECU0: SWC0_CC, 1
26620, ECU0: SWC0_CC, 0
26620, ECU0: SWC1, 1
26640, ECU0: SWC1, 0
26640, ECU0: SWC0_CC, 1
26660, ECU0: SWC0_CC, 0
26660, ECU0: SWC1, 1
26680, ECU0: SWC1, 0
26680, ECU0: SWC0_CC, 1
26700, ECU0: SWC0_CC, 0
26700, ECU0: SWC1, 1
26720, ECU0: SWC1, 0
26720, ECU0: SWC0_CC, 1
26740, ECU0: SWC0_CC, 0
26740, ECU0: SWC1, 1
26760, ECU0: SWC1, 0
26760, ECU0: SWC0_CC, 1
26780, ECU0: SWC0_CC, 0
26780, ECU0: SWC1, 1
26800, ECU0: SWC1, 0
26800, ECU0: SWC0_CC, 1
26820, ECU0: SWC0_CC, 0
26820, ECU0: SWC1, 1
26840, ECU0: SWC1, 0
26840, ECU0: SWC0_CC, 1
26860, ECU0: SWC0_CC, 0
26860, ECU0: SWC1, 1
26880, ECU0: SWC1, 0
26880, ECU0: SWC0_CC, 1
26900, ECU0: SWC0_CC, 0
26900, ECU0: SWC1, 1
26920, ECU0: SWC1, 0
26920, ECU0: SWC0_CC, 1
26940, ECU0: SWC0_CC, 0
26940, ECU0: SWC1, 1
26960, ECU0: SWC1, 0
26960, ECU0: SWC0_CC, 1
26980, ECU0: SWC0_CC, 0
26980, ECU0: SWC1, 1
27000, ECU0: SWC1, 0
27000, ECU0: SWC0_CC, 1
27020, ECU0: SWC0_CC, 0
27020, ECU0: SWC1, 1
27040, ECU0: SWC1, 0
27040, ECU0: SWC0_CC, 1
27060, ECU0: SWC0_CC, 0
27060, ECU0: SWC1, 1
27080, ECU0: SWC1, 0
27080, ECU0: SWC0_CC, 1
27100, ECU0: SWC0_CC, 0
27100, ECU0: SWC1, 1
27120, ECU0: SWC1, 0
27120, ECU0: SWC0_CC, 1
27140, ECU0: SWC0_CC, 0
27140, ECU0: SWC1, 1
27160, ECU0: SWC1, 0
27160, ECU0: SWC0_CC, 1
27180, ECU0: SWC0_CC, 0
27180, ECU0: SWC1, 1
27200, ECU0: SWC1, 0
27200, ECU0: SWC0_CC, 1
27220, ECU0: SWC0_CC, 0
27220, ECU0: SWC1, 1
27240, ECU0: SWC1, 0
27240, ECU0: SWC0_CC, 1
27260, ECU0: SWC0_CC, 0
27260, ECU0: SWC1, 1
27280, ECU0: SWC1, 0
27280, ECU0: SWC0_CC, 1
27300, ECU0: SWC0_CC, 0
27300, ECU0: SWC1, 1
27320, ECU0: SWC1, 0
27320, ECU0: SWC0_CC, 1
27340, ECU0: SWC0_CC, 0
27340, ECU0: SWC1, 1
27360, ECU0: SWC1, 0
27360, ECU0: SWC0_CC, 1
27380, ECU0: SWC0_CC, 0
27380, ECU0: SWC1, 1
27400, ECU0: SWC1, 0
27400, ECU0: SWC0_CC, 1
27420, ECU0: SWC0_CC, 0
27420, ECU0: SWC1, 1
27440, ECU0: SWC1, 0
27440, ECU0: SWC0_CC, 1
27460, ECU0: SWC0_CC, 0
27460, ECU0: SWC1, 1
27480, ECU0: SWC1, 0
27480, ECU0: SWC0_CC, 1
27500, ECU0: SWC0_CC, 0
27500, ECU0: SWC1, 1
27520, ECU0: SWC1, 0
27520, ECU0: SWC0_CC, 1
27540, ECU0: SWC0_CC, 0
27540, ECU0: SWC1, 1
27560, ECU0: SWC1, 0
27560, ECU0: SWC0_CC, 1
27580, ECU0: SWC0_CC, 0
27580, ECU0: SWC1, 1
27600, ECU0: SWC1, 0
27600, ECU0: SWC0_CC, 1
27620, ECU0: SWC0_CC, 0
27620, ECU0: SWC1, 1
27640, ECU0: SWC1, 0
27640, ECU0: SWC0_CC, 1
27660, ECU0: SWC0_CC, 0
27660, ECU0: SWC1, 1
27680, ECU0: SWC1, 0
27680, ECU0: SWC0_CC, 1
27700, ECU0: SWC0_CC, 0
27700, ECU0: SWC1, 1
27720, ECU0: SWC1, 0
27720, ECU0: SWC0_CC, 1
27740, ECU0: SWC0_CC, 0
27740, ECU0: SWC1, 1
27760, ECU0: SWC1, 0
27760, ECU0: SWC0_CC, 1
27780, ECU0: SWC0_CC, 0
27780, ECU0: SWC1, 1
27800, ECU0: SWC1, 0
27800, ECU0: SWC0_CC, 1
27820, ECU0: SWC0_CC, 0
27820, ECU0: SWC1, 1
27840, ECU0: SWC1, 0
27840, ECU0: SWC0_CC, 1
27860, ECU0: SWC0_CC, 0
27860, ECU0: SWC1, 1
27880, ECU0: SWC1, 0
27880, ECU0: SWC0_CC, 1
27900, ECU0: SWC0_CC, 0
27900, ECU0: SWC1, 1
27920, ECU0: SWC1, 0
27920, ECU0: SWC0_CC, 1
27940, ECU0: SWC0_CC, 0
27940, ECU0: SWC1, 1
27960, ECU0: SWC1, 0
27960, ECU0: SWC0_CC, 1
27980, ECU0: SWC0_CC, 0
27980, ECU0: SWC1, 1
28000, ECU0: SWC1, 0
28000, ECU0: SWC0_CC, 1
28020, ECU0: SWC0_CC, 0
28020, ECU0: SWC1, 1
28040, ECU0: SWC1, 0
28040, ECU0: SWC0_CC, 1
28060, ECU0: SWC0_CC, 0
28060, ECU0: SWC1, 1
28080, ECU0: SWC1, 0
28080, ECU0: SWC0_CC, 1
28100, ECU0: SWC0_CC, 0
28100, ECU0: SWC1, 1
28120, ECU0: SWC1, 0
28120, ECU0: SWC0_CC, 1
28140, ECU0: SWC0_CC, 0
28140, ECU0: SWC1, 1
28160, ECU0: SWC1, 0
28160, ECU0: SWC0_CC, 1
28180, ECU0: SWC0_CC, 0
28180, ECU0: SWC1, 1
28200, ECU0: SWC1, 0
28200, ECU0: SWC0_CC, 1
28220, ECU0: SWC0_CC, 0
28220, ECU0: SWC1, 1
28240, ECU0: SWC1, 0
28240, ECU0: SWC0_CC, 1
28260, ECU0: SWC0_CC, 0
28260, ECU0: SWC1, 1
28280, ECU0: SWC1, 0
28280, ECU0: SWC0_CC, 1
28300, ECU0: SWC0_CC, 0
28300, ECU0: SWC1, 1
28320, ECU0: SWC1, 0
28320, ECU0: SWC0_CC, 1
28340, ECU0: SWC0_CC, 0
28340, ECU0: SWC1, 1
28360, ECU0: SWC1, 0
28360, ECU0: SWC0_CC, 1
28380, ECU0: SWC0_CC, 0
28380, ECU0: SWC1, 1
28400, ECU0: SWC1, 0
28400, ECU0: SWC0_CC, 1
28420, ECU0: SWC0_CC, 0
28420, ECU0: SWC1, 1
28440, ECU0: SWC1, 0
28440, ECU0: SWC0_CC, 1
28460, ECU0: SWC0_CC, 0
28460, ECU0: SWC1, 1
28480, ECU0: SWC1, 0
28480, ECU0: SWC0_CC, 1
28500, ECU0: SWC0_CC, 0
28500, ECU0: SWC1, 1
28520, ECU0: SWC1, 0
28520, ECU0: SWC0_CC, 1
28540, ECU0: SWC0_CC, 0
28540, ECU0: SWC1, 1
28560, ECU0: SWC1, 0
28560, ECU0: SWC0_CC, 1
28580, ECU0: SWC0_CC, 0
28580, ECU0: SWC1, 1
28600, ECU0: SWC1, 0
28600, ECU0: SWC0_CC, 1
28620, ECU0: SWC0_CC, 0
28620, ECU0: SWC1, 1
28640, ECU0: SWC1, 0
28640, ECU0: SWC0_CC, 1
28660, ECU0: SWC0_CC, 0
28660, ECU0: SWC1, 1
28680, ECU0: SWC1, 0
28680, ECU0: SWC0_CC, 1
28700, ECU0: SWC0_CC, 0
28700, ECU0: SWC1, 1
28720, ECU0: SWC1, 0
28720, ECU0: SWC0_CC, 1
28740, ECU0: SWC0_CC, 0
28740, ECU0: SWC1, 1
28760, ECU0: SWC1, 0
28760, ECU0: SWC0_CC, 1
28780, ECU0: SWC0_CC, 0
28780, ECU0: SWC1, 1
28800, ECU0: SWC1, 0
28800, ECU0: SWC0_CC, 1
28820, ECU0: SWC0_CC, 0
28820, ECU0: SWC1, 1
28840, ECU0: SWC1, 0
28840, ECU0: SWC0_CC, 1
28860, ECU0: SWC0_CC, 0
28860, ECU0: SWC1, 1
28880, ECU0: SWC1, 0
28880, ECU0: SWC0_CC, 1
28900, ECU0: SWC0_CC, 0
28900, ECU0: SWC1, 1
28920, ECU0: SWC1, 0
28920, ECU0: SWC0_CC, 1
28940, ECU0: SWC0_CC, 0
28940, ECU0: SWC1, 1
28960, ECU0: SWC1, 0
28960, ECU0: SWC0_CC, 1
28980, ECU0: SWC0_CC, 0
28980, ECU0: SWC1, 1
29000, ECU0: SWC1, 0
29000, ECU0: SWC0_CC, 1
29020, ECU0: SWC0_CC, 0
29020, ECU0: SWC1, 1
29040, ECU0: SWC1, 0
29040, ECU0: SWC0_CC, 1
29060, ECU0: SWC0_CC, 0
29060, ECU0: SWC1, 1
29080, ECU0: SWC1, 0
29080, ECU0: SWC0_CC, 1
29100, ECU0: SWC0_CC, 0
29100, ECU0: SWC1, 1
29120, ECU0: SWC1, 0
29120, ECU0: SWC0_CC, 1
29140, ECU0: SWC0_CC, 0
29140, ECU0: SWC1, 1
29160, ECU0: SWC1, 0
29160, ECU0: SWC0_CC, 1
29180, ECU0: SWC0_CC, 0
29180, ECU0: SWC1, 1
29200, ECU0: SWC1, 0
29200, ECU0: SWC0_CC, 1
29220, ECU0: SWC0_CC, 0
29220, ECU0: SWC1, 1
29240, ECU0: SWC1, 0
29240, ECU0: SWC0_CC, 1
29260, ECU0: SWC0_CC, 0
29260, ECU0: SWC1, 1
29280, ECU0: SWC1, 0
29280, ECU0: SWC0_CC, 1
29300, ECU0: SWC0_CC, 0
29300, ECU0: SWC1, 1
29320, ECU0: SWC1, 0
29320, ECU0: SWC0_CC, 1
29340, ECU0: SWC0_CC, 0
29340, ECU0: SWC1, 1
29360, ECU0: SWC1, 0
29360, ECU0: SWC0_CC, 1
29380, ECU0: SWC0_CC, 0
29380, ECU0: SWC1, 1
29400, ECU0: SWC1, 0
29400, ECU0: SWC0_CC, 1
29420, ECU0: SWC0_CC, 0
29420, ECU0: SWC1, 1
29440, ECU0: SWC1, 0
29440, ECU0: SWC0_CC, 1
29460, ECU0: SWC0_CC, 0
29460, ECU0: SWC1, 1
29480, ECU0: SWC1, 0
29480, ECU0: SWC0_CC, 1
29500, ECU0: SWC0_CC, 0
29500, ECU0: SWC1, 1
29520, ECU0: SWC1, 0
29520, ECU0: SWC0_CC, 1
29540, ECU0: SWC0_CC, 0
29540, ECU0: SWC1, 1
29560, ECU0: SWC1, 0
29560, ECU0: SWC0_CC, 1
29580, ECU0: SWC0_CC, 0
29580, ECU0: SWC1, 1
29600, ECU0: SWC1, 0
29600, ECU0: SWC0_CC, 1
29620, ECU0: SWC0_CC, 0
29620, ECU0: SWC1, 1
29640, ECU0: SWC1, 0
29640, ECU0: SWC0_CC, 1
29660, ECU0: SWC0_CC, 0
29660, ECU0: SWC1, 1
29680, ECU0: SWC1, 0
29680, ECU0: SWC0_CC, 1
29700, ECU0: SWC0_CC, 0
29700, ECU0: SWC1, 1
29720, ECU0: SWC1, 0
29720, ECU0: SWC0_CC, 1
29740, ECU0: SWC0_CC, 0
29740, ECU0: SWC1, 1
29760, ECU0: SWC1, 0
29760, ECU0: SWC0_CC, 1
29780, ECU0: SWC0_CC, 0
29780, ECU0: SWC1, 1
29800, ECU0: SWC1, 0
29800, ECU0: SWC0_CC, 1
29820, ECU0: SWC0_CC, 0
29820, ECU0: SWC1, 1
29840, ECU0: SWC1, 0
29840, ECU0: SWC0_CC, 1
29860, ECU0: SWC0_CC, 0
29860, ECU0: SWC1, 1
29880, ECU0: SWC1, 0
29880, ECU0: SWC0_CC, 1
29900, ECU0: SWC0_CC, 0
29900, ECU0: SWC1, 1
29920, ECU0: SWC1, 0
29920, ECU0: SWC0_CC, 1
29940, ECU0: SWC0_CC, 0
29940, ECU0: SWC1, 1
29960, ECU0: SWC1, 0
29960, ECU0: SWC0_CC, 1
29980, ECU0: SWC0_CC, 0
29980, ECU0: SWC1, 1
30000, ECU0: SWC1, 0
30000, ECU0: SWC0_CC, 1
30020, ECU0: SWC0_CC, 0
30020, ECU0: SWC1, 1
30040, ECU0: SWC1, 0
30040, ECU0: SWC0_CC, 1
30060, ECU0: SWC0_CC, 0
30060, ECU0: SWC1, 1
30080, ECU0: SWC1, 0
30080, ECU0: SWC0_CC, 1
30100, ECU0: SWC0_CC, 0
30100, ECU0: SWC1, 1
30120, ECU0: SWC1, 0
30120, ECU0: SWC0_CC, 1
30140, ECU0: SWC0_CC, 0
30140, ECU0: SWC1, 1
30160, ECU0: SWC1, 0
30160, ECU0: SWC0_CC, 1
30180, ECU0: SWC0_CC, 0
30180, ECU0: SWC1, 1
30200, ECU0: SWC1, 0
30200, ECU0: SWC0_CC, 1
30220, ECU0: SWC0_CC, 0
30220, ECU0: SWC1, 1
30240, ECU0: SWC1, 0
30240, ECU0: SWC0_CC, 1
30260, ECU0: SWC0_CC, 0
30260, ECU0: SWC1, 1
30280, ECU0: SWC1, 0
30280, ECU0: SWC0_CC, 1
30300, ECU0: SWC0_CC, 0
30300, ECU0: SWC1, 1
