ECU0: SWC0_CC, ECU0: SWC1
120600, ECU0: SWC0_CC, 1
120620, ECU0: SWC0_CC, 0
120620, ECU0: SWC1, 1
120640, ECU0: SWC1, 0
120640, ECU0: SWC0_CC, 1
120660, ECU0: SWC0_CC, 0
120660, ECU0: SWC1, 1
120680, ECU0: SWC1, 0
120680, ECU0: SWC0_CC, 1
120700, ECU0: SWC0_CC, 0
120700, ECU0: SWC1, 1
120720, ECU0: SWC1, 0
120720, ECU0: SWC0_CC, 1
120740, ECU0: SWC0_CC, 0
120740, ECU0: SWC1, 1
120760, ECU0: SWC1, 0
120760, ECU0: SWC0_CC, 1
120780, ECU0: SWC0_CC, 0
120780, ECU0: SWC1, 1
120800, ECU0: SWC1, 0
120800, ECU0: SWC0_CC, 1
120820, ECU0: SWC0_CC, 0
120820, ECU0: SWC1, 1
120840, ECU0: SWC1, 0
120840, ECU0: SWC0_CC, 1
120860, ECU0: SWC0_CC, 0
120860, ECU0: SWC1, 1
120880, ECU0: SWC1, 0
120880, ECU0: SWC0_CC, 1
120900, ECU0: SWC0_CC, 0
120900, ECU0: SWC1, 1
120920, ECU0: SWC1, 0
120920, ECU0: SWC0_CC, 1
120940, ECU0: SWC0_CC, 0
120940, ECU0: SWC1, 1
120960, ECU0: SWC1, 0
120960, ECU0: SWC0_CC, 1
120980, ECU0: SWC0_CC, 0
120980, ECU0: SWC1, 1
121000, ECU0: SWC1, 0
121000, ECU0: SWC0_CC, 1
121020, ECU0: SWC0_CC, 0
121020, ECU0: SWC1, 1
121040, ECU0: SWC1, 0
121040, ECU0: SWC0_CC, 1
121060, ECU0: SWC0_CC, 0
121060, ECU0: SWC1, 1
121080, ECU0: SWC1, 0
121080, ECU0: SWC0_CC, 1
121100, ECU0: SWC0_CC, 0
121100, ECU0: SWC1, 1
121120, ECU0: SWC1, 0
121120, ECU0: SWC0_CC, 1
121140, ECU0: SWC0_CC, 0
121140, ECU0: SWC1, 1
121160, ECU0: SWC1, 0
121160, ECU0: SWC0_CC, 1
121180, ECU0: SWC0_CC, 0
121180, ECU0: SWC1, 1
121200, ECU0: SWC1, 0
121200, ECU0: SWC0_CC, 1
121220, ECU0: SWC0_CC, 0
121220, ECU0: SWC1, 1
121240, ECU0: SWC1, 0
121240, ECU0: SWC0_CC, 1
121260, ECU0: SWC0_CC, 0
121260, ECU0: SWC1, 1
121280, ECU0: SWC1, 0
121280, ECU0: SWC0_CC, 1
121300, ECU0: SWC0_CC, 0
121300, ECU0: SWC1, 1
121320, ECU0: SWC1, 0
121320, ECU0: SWC0_CC, 1
121340, ECU0: SWC0_CC, 0
121340, ECU0: SWC1, 1
121360, ECU0: SWC1, 0
121360, ECU0: SWC0_CC, 1
121380, ECU0: SWC0_CC, 0
121380, ECU0: SWC1, 1
121400, ECU0: SWC1, 0
121400, ECU0: SWC0_CC, 1
121420, ECU0: SWC0_CC, 0
121420, ECU0: SWC1, 1
121440, ECU0: SWC1, 0
121440, ECU0: SWC0_CC, 1
121460, ECU0: SWC0_CC, 0
121460, ECU0: SWC1, 1
121480, ECU0: SWC1, 0
121480, ECU0: SWC0_CC, 1
121500, ECU0: SWC0_CC, 0
121500, ECU0: SWC1, 1
121520, ECU0: SWC1, 0
121520, ECU0: SWC0_CC, 1
121540, ECU0: SWC0_CC, 0
121540, ECU0: SWC1, 1
121560, ECU0: SWC1, 0
121560, ECU0: SWC0_CC, 1
121580, ECU0: SWC0_CC, 0
121580, ECU0: SWC1, 1
121600, ECU0: SWC1, 0
121600, ECU0: SWC0_CC, 1
121620, ECU0: SWC0_CC, 0
121620, ECU0: SWC1, 1
121640, ECU0: SWC1, 0
121640, ECU0: SWC0_CC, 1
121660, ECU0: SWC0_CC, 0
121660, ECU0: SWC1, 1
121680, ECU0: SWC1, 0
121680, ECU0: SWC0_CC, 1
121700, ECU0: SWC0_CC, 0
121700, ECU0: SWC1, 1
121720, ECU0: SWC1, 0
121720, ECU0: SWC0_CC, 1
121740, ECU0: SWC0_CC, 0
121740, ECU0: SWC1, 1
121760, ECU0: SWC1, 0
121760, ECU0: SWC0_CC, 1
121780, ECU0: SWC0_CC, 0
121780, ECU0: SWC1, 1
121800, ECU0: SWC1, 0
121800, ECU0: SWC0_CC, 1
121820, ECU0: SWC0_CC, 0
121820, ECU0: SWC1, 1
121840, ECU0: SWC1, 0
121840, ECU0: SWC0_CC, 1
121860, ECU0: SWC0_CC, 0
121860, ECU0: SWC1, 1
121880, ECU0: SWC1, 0
121880, ECU0: SWC0_CC, 1
121900, ECU0: SWC0_CC, 0
121900, ECU0: SWC1, 1
121920, ECU0: SWC1, 0
121920, ECU0: SWC0_CC, 1
121940, ECU0: SWC0_CC, 0
121940, ECU0: SWC1, 1
121960, ECU0: SWC1, 0
121960, ECU0: SWC0_CC, 1
121980, ECU0: SWC0_CC, 0
121980, ECU0: SWC1, 1
122000, ECU0: SWC1, 0
122000, ECU0: SWC0_CC, 1
122020, ECU0: SWC0_CC, 0
122020, ECU0: SWC1, 1
122040, ECU0: SWC1, 0
122040, ECU0: SWC0_CC, 1
122060, ECU0: SWC0_CC, 0
122060, ECU0: SWC1, 1
122080, ECU0: SWC1, 0
122080, ECU0: SWC0_CC, 1
122100, ECU0: SWC0_CC, 0
122100, ECU0: SWC1, 1
122120, ECU0: SWC1, 0
122120, ECU0: SWC0_CC, 1
122140, ECU0: SWC0_CC, 0
122140, ECU0: SWC1, 1
122160, ECU0: SWC1, 0
122160, ECU0: SWC0_CC, 1
122180, ECU0: SWC0_CC, 0
122180, ECU0: SWC1, 1
122200, ECU0: SWC1, 0
122200, ECU0: SWC0_CC, 1
122220, ECU0: SWC0_CC, 0
122220, ECU0: SWC1, 1
122240, ECU0: SWC1, 0
122240, ECU0: SWC0_CC, 1
122260, ECU0: SWC0_CC, 0
122260, ECU0: SWC1, 1
122280, ECU0: SWC1, 0
122280, ECU0: SWC0_CC, 1
122300, ECU0: SWC0_CC, 0
122300, ECU0: SWC1, 1
122320, ECU0: SWC1, 0
122320, ECU0: SWC0_CC, 1
122340, ECU0: SWC0_CC, 0
122340, ECU0: SWC1, 1
122360, ECU0: SWC1, 0
122360, ECU0: SWC0_CC, 1
122380, ECU0: SWC0_CC, 0
122380, ECU0: SWC1, 1
122400, ECU0: SWC1, 0
122400, ECU0: SWC0_CC, 1
122420, ECU0: SWC0_CC, 0
122420, ECU0: SWC1, 1
122440, ECU0: SWC1, 0
122440, ECU0: SWC0_CC, 1
122460, ECU0: SWC0_CC, 0
122460, ECU0: SWC1, 1
122480, ECU0: SWC1, 0
122480, ECU0: SWC0_CC, 1
122500, ECU0: SWC0_CC, 0
122500, ECU0: SWC1, 1
122520, ECU0: SWC1, 0
122520, ECU0: SWC0_CC, 1
122540, ECU0: SWC0_CC, 0
122540, ECU0: SWC1, 1
122560, ECU0: SWC1, 0
122560, ECU0: SWC0_CC, 1
122580, ECU0: SWC0_CC, 0
122580, ECU0: SWC1, 1
122600, ECU0: SWC1, 0
122600, ECU0: SWC0_CC, 1
122620, ECU0: SWC0_CC, 0
122620, ECU0: SWC1, 1
122640, ECU0: SWC1, 0
122640, ECU0: SWC0_CC, 1
122660, ECU0: SWC0_CC, 0
122660, ECU0: SWC1, 1
122680, ECU0: SWC1, 0
122680, ECU0: SWC0_CC, 1
122700, ECU0: SWC0_CC, 0
122700, ECU0: SWC1, 1
122720, ECU0: SWC1, 0
122720, ECU0: SWC0_CC, 1
122740, ECU0: SWC0_CC, 0
122740, ECU0: SWC1, 1
122760, ECU0: SWC1, 0
122760, ECU0: SWC0_CC, 1
122780, ECU0: SWC0_CC, 0
122780, ECU0: SWC1, 1
122800, ECU0: SWC1, 0
122800, ECU0: SWC0_CC, 1
122820, ECU0: SWC0_CC, 0
122820, ECU0: SWC1, 1
122840, ECU0: SWC1, 0
122840, ECU0: SWC0_CC, 1
122860, ECU0: SWC0_CC, 0
122860, ECU0: SWC1, 1
122880, ECU0: SWC1, 0
122880, ECU0: SWC0_CC, 1
122900, ECU0: SWC0_CC, 0
122900, ECU0: SWC1, 1
122920, ECU0: SWC1, 0
122920, ECU0: SWC0_CC, 1
122940, ECU0: SWC0_CC, 0
122940, ECU0: SWC1, 1
122960, ECU0: SWC1, 0
122960, ECU0: SWC0_CC, 1
122980, ECU0: SWC0_CC, 0
122980, ECU0: SWC1, 1
123000, ECU0: SWC1, 0
123000, ECU0: SWC0_CC, 1
123020, ECU0: SWC0_CC, 0
123020, ECU0: SWC1, 1
123040, ECU0: SWC1, 0
123040, ECU0: SWC0_CC, 1
123060, ECU0: SWC0_CC, 0
123060, ECU0: SWC1, 1
123080, ECU0: SWC1, 0
123080, ECU0: SWC0_CC, 1
123100, ECU0: SWC0_CC, 0
123100, ECU0: SWC1, 1
123120, ECU0: SWC1, 0
123120, ECU0: SWC0_CC, 1
123140, ECU0: SWC0_CC, 0
123140, ECU0: SWC1, 1
123160, ECU0: SWC1, 0
123160, ECU0: SWC0_CC, 1
123180, ECU0: SWC0_CC, 0
123180, ECU0: SWC1, 1
123200, ECU0: SWC1, 0
123200, ECU0: SWC0_CC, 1
123220, ECU0: SWC0_CC, 0
123220, ECU0: SWC1, 1
123240, ECU0: SWC1, 0
123240, ECU0: SWC0_CC, 1
123260, ECU0: SWC0_CC, 0
123260, ECU0: SWC1, 1
123280, ECU0: SWC1, 0
123280, ECU0: SWC0_CC, 1
123300, ECU0: SWC0_CC, 0
123300, ECU0: SWC1, 1
123320, ECU0: SWC1, 0
123320, ECU0: SWC0_CC, 1
123340, ECU0: SWC0_CC, 0
123340, ECU0: SWC1, 1
123360, ECU0: SWC1, 0
123360, ECU0: SWC0_CC, 1
123380, ECU0: SWC0_CC, 0
123380, ECU0: SWC1, 1
123400, ECU0: SWC1, 0
123400, ECU0: SWC0_CC, 1
123420, ECU0: SWC0_CC, 0
123420, ECU0: SWC1, 1
123440, ECU0: SWC1, 0
123440, ECU0: SWC0_CC, 1
123460, ECU0: SWC0_CC, 0
123460, ECU0: SWC1, 1
123480, ECU0: SWC1, 0
123480, ECU0: SWC0_CC, 1
123500, ECU0: SWC0_CC, 0
123500, ECU0: SWC1, 1
123520, ECU0: SWC1, 0
123520, ECU0: SWC0_CC, 1
123540, ECU0: SWC0_CC, 0
123540, ECU0: SWC1, 1
123560, ECU0: SWC1, 0
123560, ECU0: SWC0_CC, 1
123580, ECU0: SWC0_CC, 0
123580, ECU0: SWC1, 1
123600, ECU0: SWC1, 0
123600, ECU0: SWC0_CC, 1
123620, ECU0: SWC0_CC, 0
123620, ECU0: SWC1, 1
123640, ECU0: SWC1, 0
123640, ECU0: SWC0_CC, 1
123660, ECU0: SWC0_CC, 0
123660, ECU0: SWC1, 1
123680, ECU0: SWC1, 0
123680, ECU0: SWC0_CC, 1
123700, ECU0: SWC0_CC, 0
123700, ECU0: SWC1, 1
123720, ECU0: SWC1, 0
123720, ECU0: SWC0_CC, 1
123740, ECU0: SWC0_CC, 0
123740, ECU0: SWC1, 1
123760, ECU0: SWC1, 0
123760, ECU0: SWC0_CC, 1
123780, ECU0: SWC0_CC, 0
123780, ECU0: SWC1, 1
123800, ECU0: SWC1, 0
123800, ECU0: SWC0_CC, 1
123820, ECU0: SWC0_CC, 0
123820, ECU0: SWC1, 1
123840, ECU0: SWC1, 0
123840, ECU0: SWC0_CC, 1
123860, ECU0: SWC0_CC, 0
123860, ECU0: SWC1, 1
123880, ECU0: SWC1, 0
123880, ECU0: SWC0_CC, 1
123900, ECU0: SWC0_CC, 0
123900, ECU0: SWC1, 1
123920, ECU0: SWC1, 0
123920, ECU0: SWC0_CC, 1
123940, ECU0: SWC0_CC, 0
123940, ECU0: SWC1, 1
123960, ECU0: SWC1, 0
123960, ECU0: SWC0_CC, 1
123980, ECU0: SWC0_CC, 0
123980, ECU0: SWC1, 1
124000, ECU0: SWC1, 0
124000, ECU0: SWC0_CC, 1
124020, ECU0: SWC0_CC, 0
124020, ECU0: SWC1, 1
124040, ECU0: SWC1, 0
124040, ECU0: SWC0_CC, 1
124060, ECU0: SWC0_CC, 0
124060, ECU0: SWC1, 1
124080, ECU0: SWC1, 0
124080, ECU0: SWC0_CC, 1
124100, ECU0: SWC0_CC, 0
124100, ECU0: SWC1, 1
124120, ECU0: SWC1, 0
124120, ECU0: SWC0_CC, 1
124140, ECU0: SWC0_CC, 0
124140, ECU0: SWC1, 1
124160, ECU0: SWC1, 0
124160, ECU0: SWC0_CC, 1
124180, ECU0: SWC0_CC, 0
124180, ECU0: SWC1, 1
124200, ECU0: SWC1, 0
124200, ECU0: SWC0_CC, 1
124220, ECU0: SWC0_CC, 0
124220, ECU0: SWC1, 1
124240, ECU0: SWC1, 0
124240, ECU0: SWC0_CC, 1
124260, ECU0: SWC0_CC, 0
124260, ECU0: SWC1, 1
124280, ECU0: SWC1, 0
124280, ECU0: SWC0_CC, 1
124300, ECU0: SWC0_CC, 0
124300, ECU0: SWC1, 1
124320, ECU0: SWC1, 0
124320, ECU0: SWC0_CC, 1
124340, ECU0: SWC0_CC, 0
124340, ECU0: SWC1, 1
124360, ECU0: SWC1, 0
124360, ECU0: SWC0_CC, 1
124380, ECU0: SWC0_CC, 0
124380, ECU0: SWC1, 1
124400, ECU0: SWC1, 0
124400, ECU0: SWC0_CC, 1
124420, ECU0: SWC0_CC, 0
124420, ECU0: SWC1, 1
124440, ECU0: SWC1, 0
124440, ECU0: SWC0_CC, 1
124460, ECU0: SWC0_CC, 0
124460, ECU0: SWC1, 1
124480, ECU0: SWC1, 0
124480, ECU0: SWC0_CC, 1
124500, ECU0: SWC0_CC, 0
124500, ECU0: SWC1, 1
124520, ECU0: SWC1, 0
124520, ECU0: SWC0_CC, 1
124540, ECU0: SWC0_CC, 0
124540, ECU0: SWC1, 1
124560, ECU0: SWC1, 0
124560, ECU0: SWC0_CC, 1
124580, ECU0: SWC0_CC, 0
124580, ECU0: SWC1, 1
124600, ECU0: SWC1, 0
124600, ECU0: SWC0_CC, 1
124620, ECU0: SWC0_CC, 0
124620, ECU0: SWC1, 1
124640, ECU0: SWC1, 0
124640, ECU0: SWC0_CC, 1
124660, ECU0: SWC0_CC, 0
124660, ECU0: SWC1, 1
124680, ECU0: SWC1, 0
124680, ECU0: SWC0_CC, 1
124700, ECU0: SWC0_CC, 0
124700, ECU0: SWC1, 1
124720, ECU0: SWC1, 0
124720, ECU0: SWC0_CC, 1
124740, ECU0: SWC0_CC, 0
124740, ECU0: SWC1, 1
124760, ECU0: SWC1, 0
124760, ECU0: SWC0_CC, 1
124780, ECU0: SWC0_CC, 0
124780, ECU0: SWC1, 1
124800, ECU0: SWC1, 0
124800, ECU0: SWC0_CC, 1
124820, ECU0: SWC0_CC, 0
124820, ECU0: SWC1, 1
124840, ECU0: SWC1, 0
124840, ECU0: SWC0_CC, 1
124860, ECU0: SWC0_CC, 0
124860, ECU0: SWC1, 1
124880, ECU0: SWC1, 0
124880, ECU0: SWC0_CC, 1
124900, ECU0: SWC0_CC, 0
124900, ECU0: SWC1, 1
124920, ECU0: SWC1, 0
124920, ECU0: SWC0_CC, 1
124940, ECU0: SWC0_CC, 0
124940, ECU0: SWC1, 1
124960, ECU0: SWC1, 0
124960, ECU0: SWC0_CC, 1
124980, ECU0: SWC0_CC, 0
124980, ECU0: SWC1, 1
125000, ECU0: SWC1, 0
125000, ECU0: SWC0_CC, 1
125020, ECU0: SWC0_CC, 0
125020, ECU0: SWC1, 1
125040, ECU0: SWC1, 0
125040, ECU0: SWC0_CC, 1
125060, ECU0: SWC0_CC, 0
125060, ECU0: SWC1, 1
125080, ECU0: SWC1, 0
125080, ECU0: SWC0_CC, 1
125100, ECU0: SWC0_CC, 0
125100, ECU0: SWC1, 1
125120, ECU0: SWC1, 0
125120, ECU0: SWC0_CC, 1
125140, ECU0: SWC0_CC, 0
125140, ECU0: SWC1, 1
125160, ECU0: SWC1, 0
125160, ECU0: SWC0_CC, 1
125180, ECU0: SWC0_CC, 0
125180, ECU0: SWC1, 1
125200, ECU0: SWC1, 0
125200, ECU0: SWC0_CC, 1
125220, ECU0: SWC0_CC, 0
125220, ECU0: SWC1, 1
125240, ECU0: SWC1, 0
125240, ECU0: SWC0_CC, 1
125260, ECU0: SWC0_CC, 0
125260, ECU0: SWC1, 1
125280, ECU0: SWC1, 0
125280, ECU0: SWC0_CC, 1
125300, ECU0: SWC0_CC, 0
125300, ECU0: SWC1, 1
125320, ECU0: SWC1, 0
125320, ECU0: SWC0_CC, 1
125340, ECU0: SWC0_CC, 0
125340, ECU0: SWC1, 1
125360, ECU0: SWC1, 0
125360, ECU0: SWC0_CC, 1
125380, ECU0: SWC0_CC, 0
125380, ECU0: SWC1, 1
125400, ECU0: SWC1, 0
125400, ECU0: SWC0_CC, 1
125420, ECU0: SWC0_CC, 0
125420, ECU0: SWC1, 1
125440, ECU0: SWC1, 0
125440, ECU0: SWC0_CC, 1
125460, ECU0: SWC0_CC, 0
125460, ECU0: SWC1, 1
125480, ECU0: SWC1, 0
125480, ECU0: SWC0_CC, 1
125500, ECU0: SWC0_CC, 0
125500, ECU0: SWC1, 1
125520, ECU0: SWC1, 0
125520, ECU0: SWC0_CC, 1
125540, ECU0: SWC0_CC, 0
125540, ECU0: SWC1, 1
125560, ECU0: SWC1, 0
125560, ECU0: SWC0_CC, 1
125580, ECU0: SWC0_CC, 0
125580, ECU0: SWC1, 1
125600, ECU0: SWC1, 0
125600, ECU0: SWC0_CC, 1
125620, ECU0: SWC0_CC, 0
125620, ECU0: SWC1, 1
125640, ECU0: SWC1, 0
125640, ECU0: SWC0_CC, 1
125660, ECU0: SWC0_CC, 0
125660, ECU0: SWC1, 1
125680, ECU0: SWC1, 0
125680, ECU0: SWC0_CC, 1
125700, ECU0: SWC0_CC, 0
125700, ECU0: SWC1, 1
125720, ECU0: SWC1, 0
125720, ECU0: SWC0_CC, 1
125740, ECU0: SWC0_CC, 0
125740, ECU0: SWC1, 1
125760, ECU0: SWC1, 0
125760, ECU0: SWC0_CC, 1
125780, ECU0: SWC0_CC, 0
125780, ECU0: SWC1, 1
125800, ECU0: SWC1, 0
125800, ECU0: SWC0_CC, 1
125820, ECU0: SWC0_CC, 0
125820, ECU0: SWC1, 1
125840, ECU0: SWC1, 0
125840, ECU0: SWC0_CC, 1
125860, ECU0: SWC0_CC, 0
125860, ECU0: SWC1, 1
125880, ECU0: SWC1, 0
125880, ECU0: SWC0_CC, 1
125900, ECU0: SWC0_CC, 0
125900, ECU0: SWC1, 1
125920, ECU0: SWC1, 0
125920, ECU0: SWC0_CC, 1
125940, ECU0: SWC0_CC, 0
125940, ECU0: SWC1, 1
125960, ECU0: SWC1, 0
125960, ECU0: SWC0_CC, 1
125980, ECU0: SWC0_CC, 0
125980, ECU0: SWC1, 1
126000, ECU0: SWC1, 0
126000, ECU0: SWC0_CC, 1
126020, ECU0: SWC0_CC, 0
126020, ECU0: SWC1, 1
126040, ECU0: SWC1, 0
126040, ECU0: SWC0_CC, 1
126060, ECU0: SWC0_CC, 0
126060, ECU0: SWC1, 1
126080, ECU0: SWC1, 0
126080, ECU0: SWC0_CC, 1
126100, ECU0: SWC0_CC, 0
126100, ECU0: SWC1, 1
126120, ECU0: SWC1, 0
126120, ECU0: SWC0_CC, 1
126140, ECU0: SWC0_CC, 0
126140, ECU0: SWC1, 1
126160, ECU0: SWC1, 0
126160, ECU0: SWC0_CC, 1
126180, ECU0: SWC0_CC, 0
126180, ECU0: SWC1, 1
126200, ECU0: SWC1, 0
126200, ECU0: SWC0_CC, 1
126220, ECU0: SWC0_CC, 0
126220, ECU0: SWC1, 1
126240, ECU0: SWC1, 0
126240, ECU0: SWC0_CC, 1
126260, ECU0: SWC0_CC, 0
126260, ECU0: SWC1, 1
126280, ECU0: SWC1, 0
126280, ECU0: SWC0_CC, 1
126300, ECU0: SWC0_CC, 0
126300, ECU0: SWC1, 1
126320, ECU0: SWC1, 0
126320, ECU0: SWC0_CC, 1
126340, ECU0: SWC0_CC, 0
126340, ECU0: SWC1, 1
126360, ECU0: SWC1, 0
126360, ECU0: SWC0_CC, 1
126380, ECU0: SWC0_CC, 0
126380, ECU0: SWC1, 1
126400, ECU0: SWC1, 0
126400, ECU0: SWC0_CC, 1
126420, ECU0: SWC0_CC, 0
126420, ECU0: SWC1, 1
126440, ECU0: SWC1, 0
126440, ECU0: SWC0_CC, 1
126460, ECU0: SWC0_CC, 0
126460, ECU0: SWC1, 1
126480, ECU0: SWC1, 0
126480, ECU0: SWC0_CC, 1
126500, ECU0: SWC0_CC, 0
126500, ECU0: SWC1, 1
126520, ECU0: SWC1, 0
126520, ECU0: SWC0_CC, 1
126540, ECU0: SWC0_CC, 0
126540, ECU0: SWC1, 1
126560, ECU0: SWC1, 0
126560, ECU0: SWC0_CC, 1
126580, ECU0: SWC0_CC, 0
126580, ECU0: SWC1, 1
126600, ECU0: SWC1, 0
126600, ECU0: SWC0_CC, 1
126620, ECU0: SWC0_CC, 0
126620, ECU0: SWC1, 1
126640, ECU0: SWC1, 0
126640, ECU0: SWC0_CC, 1
126660, ECU0: SWC0_CC, 0
126660, ECU0: SWC1, 1
126680, ECU0: SWC1, 0
126680, ECU0: SWC0_CC, 1
126700, ECU0: SWC0_CC, 0
126700, ECU0: SWC1, 1
126720, ECU0: SWC1, 0
126720, ECU0: SWC0_CC, 1
126740, ECU0: SWC0_CC, 0
126740, ECU0: SWC1, 1
126760, ECU0: SWC1, 0
126760, ECU0: SWC0_CC, 1
126780, ECU0: SWC0_CC, 0
126780, ECU0: SWC1, 1
126800, ECU0: SWC1, 0
126800, ECU0: SWC0_CC, 1
126820, ECU0: SWC0_CC, 0
126820, ECU0: SWC1, 1
126840, ECU0: SWC1, 0
126840, ECU0: SWC0_CC, 1
126860, ECU0: SWC0_CC, 0
126860, ECU0: SWC1, 1
126880, ECU0: SWC1, 0
126880, ECU0: SWC0_CC, 1
126900, ECU0: SWC0_CC, 0
126900, ECU0: SWC1, 1
126920, ECU0: SWC1, 0
126920, ECU0: SWC0_CC, 1
126940, ECU0: SWC0_CC, 0
126940, ECU0: SWC1, 1
126960, ECU0: SWC1, 0
126960, ECU0: SWC0_CC, 1
126980, ECU0: SWC0_CC, 0
126980, ECU0: SWC1, 1
127000, ECU0: SWC1, 0
127000, ECU0: SWC0_CC, 1
127020, ECU0: SWC0_CC, 0
127020, ECU0: SWC1, 1
127040, ECU0: SWC1, 0
127040, ECU0: SWC0_CC, 1
127060, ECU0: SWC0_CC, 0
127060, ECU0: SWC1, 1
127080, ECU0: SWC1, 0
127080, ECU0: SWC0_CC, 1
127100, ECU0: SWC0_CC, 0
127100, ECU0: SWC1, 1
127120, ECU0: SWC1, 0
127120, ECU0: SWC0_CC, 1
127140, ECU0: SWC0_CC, 0
127140, ECU0: SWC1, 1
127160, ECU0: SWC1, 0
127160, ECU0: SWC0_CC, 1
127180, ECU0: SWC0_CC, 0
127180, ECU0: SWC1, 1
127200, ECU0: SWC1, 0
127200, ECU0: SWC0_CC, 1
127220, ECU0: SWC0_CC, 0
127220, ECU0: SWC1, 1
127240, ECU0: SWC1, 0
127240, ECU0: SWC0_CC, 1
127260, ECU0: SWC0_CC, 0
127260, ECU0: SWC1, 1
127280, ECU0: SWC1, 0
127280, ECU0: SWC0_CC, 1
127300, ECU0: SWC0_CC, 0
127300, ECU0: SWC1, 1
127320, ECU0: SWC1, 0
127320, ECU0: SWC0_CC, 1
127340, ECU0: SWC0_CC, 0
127340, ECU0: SWC1, 1
127360, ECU0: SWC1, 0
127360, ECU0: SWC0_CC, 1
127380, ECU0: SWC0_CC, 0
127380, ECU0: SWC1, 1
127400, ECU0: SWC1, 0
127400, ECU0: SWC0_CC, 1
127420, ECU0: SWC0_CC, 0
127420, ECU0: SWC1, 1
127440, ECU0: SWC1, 0
127440, ECU0: SWC0_CC, 1
127460, ECU0: SWC0_CC, 0
127460, ECU0: SWC1, 1
127480, ECU0: SWC1, 0
127480, ECU0: SWC0_CC, 1
127500, ECU0: SWC0_CC, 0
127500, ECU0: SWC1, 1
127520, ECU0: SWC1, 0
127520, ECU0: SWC0_CC, 1
127540, ECU0: SWC0_CC, 0
127540, ECU0: SWC1, 1
127560, ECU0: SWC1, 0
127560, ECU0: SWC0_CC, 1
127580, ECU0: SWC0_CC, 0
127580, ECU0: SWC1, 1
127600, ECU0: SWC1, 0
127600, ECU0: SWC0_CC, 1
127620, ECU0: SWC0_CC, 0
127620, ECU0: SWC1, 1
127640, ECU0: SWC1, 0
127640, ECU0: SWC0_CC, 1
127660, ECU0: SWC0_CC, 0
127660, ECU0: SWC1, 1
127680, ECU0: SWC1, 0
127680, ECU0: SWC0_CC, 1
127700, ECU0: SWC0_CC, 0
127700, ECU0: SWC1, 1
127720, ECU0: SWC1, 0
127720, ECU0: SWC0_CC, 1
127740, ECU0: SWC0_CC, 0
127740, ECU0: SWC1, 1
127760, ECU0: SWC1, 0
127760, ECU0: SWC0_CC, 1
127780, ECU0: SWC0_CC, 0
127780, ECU0: SWC1, 1
127800, ECU0: SWC1, 0
127800, ECU0: SWC0_CC, 1
127820, ECU0: SWC0_CC, 0
127820, ECU0: SWC1, 1
127840, ECU0: SWC1, 0
127840, ECU0: SWC0_CC, 1
127860, ECU0: SWC0_CC, 0
127860, ECU0: SWC1, 1
127880, ECU0: SWC1, 0
127880, ECU0: SWC0_CC, 1
127900, ECU0: SWC0_CC, 0
127900, ECU0: SWC1, 1
127920, ECU0: SWC1, 0
127920, ECU0: SWC0_CC, 1
127940, ECU0: SWC0_CC, 0
127940, ECU0: SWC1, 1
127960, ECU0: SWC1, 0
127960, ECU0: SWC0_CC, 1
127980, ECU0: SWC0_CC, 0
127980, ECU0: SWC1, 1
128000, ECU0: SWC1, 0
128000, ECU0: SWC0_CC, 1
128020, ECU0: SWC0_CC, 0
128020, ECU0: SWC1, 1
128040, ECU0: SWC1, 0
128040, ECU0: SWC0_CC, 1
128060, ECU0: SWC0_CC, 0
128060, ECU0: SWC1, 1
128080, ECU0: SWC1, 0
128080, ECU0: SWC0_CC, 1
128100, ECU0: SWC0_CC, 0
128100, ECU0: SWC1, 1
128120, ECU0: SWC1, 0
128120, ECU0: SWC0_CC, 1
128140, ECU0: SWC0_CC, 0
128140, ECU0: SWC1, 1
128160, ECU0: SWC1, 0
128160, ECU0: SWC0_CC, 1
128180, ECU0: SWC0_CC, 0
128180, ECU0: SWC1, 1
128200, ECU0: SWC1, 0
128200, ECU0: SWC0_CC, 1
128220, ECU0: SWC0_CC, 0
128220, ECU0: SWC1, 1
128240, ECU0: SWC1, 0
128240, ECU0: SWC0_CC, 1
128260, ECU0: SWC0_CC, 0
128260, ECU0: SWC1, 1
128280, ECU0: SWC1, 0
128280, ECU0: SWC0_CC, 1
128300, ECU0: SWC0_CC, 0
128300, ECU0: SWC1, 1
128320, ECU0: SWC1, 0
128320, ECU0: SWC0_CC, 1
128340, ECU0: SWC0_CC, 0
128340, ECU0: SWC1, 1
128360, ECU0: SWC1, 0
128360, ECU0: SWC0_CC, 1
128380, ECU0: SWC0_CC, 0
128380, ECU0: SWC1, 1
128400, ECU0: SWC1, 0
128400, ECU0: SWC0_CC, 1
128420, ECU0: SWC0_CC, 0
128420, ECU0: SWC1, 1
128440, ECU0: SWC1, 0
128440, ECU0: SWC0_CC, 1
128460, ECU0: SWC0_CC, 0
128460, ECU0: SWC1, 1
128480, ECU0: SWC1, 0
128480, ECU0: SWC0_CC, 1
128500, ECU0: SWC0_CC, 0
128500, ECU0: SWC1, 1
128520, ECU0: SWC1, 0
128520, ECU0: SWC0_CC, 1
128540, ECU0: SWC0_CC, 0
128540, ECU0: SWC1, 1
128560, ECU0: SWC1, 0
128560, ECU0: SWC0_CC, 1
128580, ECU0: SWC0_CC, 0
